,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU,cluster
27127,2.173745093,15746520,10.74,1.38,0.44,-0.6,0,0,0.1,0.206823018,352.8,-578.408,318.89448,0.8768,-0.0384,3
27129,1.529149584,20237980,10.26,1.36,0.36,-0.12,0,-0.02,0.2,1.733202008,137.58,1027.84,-283.05504,-0.0394,0.1324,1
27131,1.25083919,5755160,3,0.08,0.14,-0.36,0,0,-0.08,-3.336041909,-363.5,-592.072,99.94068,-1.2078,0,1
27133,1.981570774,16349340,8.82,0.34,2.68,1.66,0,0,0,22.35979446,2554.62,3033.352,0.01872,-0.1998,0.1934,4
27135,3.200019394,4944340,4.32,-0.38,0.08,-0.06,0,0,-0.08,-0.456455945,-564.72,-1.16,170.33976,0.0126,0.285,2
27137,1.352135547,327500,0.2,0.02,0.06,0,0,0,0,-0.046078974,-140.68,-9.968,0.25344,1.2786,0,2
27139,1.658311529,2352620,1.54,0.2,0.06,-0.24,0,0,0,-3.155191009,-293.78,-287.704,0.03816,-0.4774,-0.3312,2
27141,1.58716229,2641040,1.52,-0.06,0.1,-0.02,0,0,0,-0.659534571,-32.88,-161.08,0.03636,46.0256,0,2
27143,1.955251629,11084760,6.36,1.28,0.78,0.16,0,0,0,0.582636795,234.06,-55.656,0.02484,-0.716,0,1
27145,1.882645398,27181560,15.7,0.62,2.3,-0.14,-0.22,-0.04,0.42,6.617709039,2561.94,-5.472,1245.83616,800.7458,0,3
27147,2.438963121,9460620,5.8,0.66,0.18,1.12,0,0,0.12,6.202522102,-375.78,1550.144,206.59896,-0.9542,0.3944,4
27149,2.128087518,15126340,5.44,0.44,0.38,0.22,0,-0.08,0,13.3357104,2114.52,1778.312,0,0.176,0.3378,3
27151,2.283141519,10057460,6.1,0.36,0.42,-0.16,0,0,-0.08,3.594537189,468.38,-228.376,1141.06428,0.0966,0.3792,3
27153,1.109663128,5520740,2.46,0.06,0.9,-0.04,0,0,-0.04,0.34482986,-228.96,-79.544,476.6184,0.6978,0,3
27155,2.981476264,9175400,4.94,1.5,0.16,-0.16,0,0,0,1.818138912,257.84,282.72,0,-0.2672,0.1748,1
27157,2.646851732,6380220,4.44,0.26,0.78,-0.34,0,-0.06,0,-1.94354917,-129.66,-388.064,-0.05652,-8.702,0,1
27159,0.015113183,298660,0.68,0.2,-0.08,0,0,0,0,-1.711487308,-505.28,10.576,19.0098,0.4236,-0.1636,2
27161,2.0028616,10105940,6.26,0.62,0.32,1.14,0,0,0.36,13.19624457,77.34,2520.312,296.02152,-0.118,0.3944,4
27163,1.578031974,628780,1,0,0.06,0,0,0,0,-0.517691877,-71.64,-30.768,-0.07056,-0.243,-0.3632,2
27165,2.213144335,9051420,4.64,0.84,-0.22,0.62,0,0,-0.12,15.29676285,-301.84,3748.184,0,0,0.0974,4
27167,1.853253696,7225380,4,0.88,0.04,-0.14,0,0,0,-0.823471575,-109.5,-211.28,0,0.1108,0.3256,2
27169,1.854292128,7365620,3.1,0.2,0.9,-0.2,0,0,-0.06,1.891349123,-479.48,1093,0,-0.1032,0,1
27171,2.077937089,6811880,3.16,0.72,0.24,-0.3,-0.12,0.04,0.36,-2.653759314,-519.08,-427.792,0.22392,37.8472,0,2
27173,2.367539168,8904540,7.2,0.24,0.62,-0.62,0,0,0,2.502181825,324.96,622.992,36.081,-0.3948,0.2512,1
28001,0.587066823,144260,0,-7.11E-18,-0.04,0,0,0,0,-0.695972334,-162.24,-4.544,0,0.018,0.0856,2
28003,3.470780273,691320,0.3,0.08,0.08,0,0,0,0,-0.897427528,-143.34,-42.624,0.0036,0.0782,-0.0846,2
28005,0.760840954,2787680,0.5,-0.12,0.12,0,0.6,0,0,2.713079696,-220.6,0.688,0.01008,1245.8824,0.0796,1
28007,1.52588067,270440,0.06,-0.18,-0.1,0,-0.02,0,0,-1.122775474,-365.96,-4.328,0.0108,-57.365,0.195,2
28009,1.974917142,250640,0.22,-0.22,0.04,0,0,0,0,-1.094087573,-229.42,-1.248,0,0,0.2244,2
28011,1.105908067,5246440,2.78,-1.08,-0.06,0,0,0,0,-0.235230665,-98.38,-8.496,0,0.036,0.0198,2
28013,2.146012673,2403940,1.52,0.12,-0.06,-0.02,0,0,0,-1.278009237,-304.96,-83.504,0.0108,0.0136,0.1246,2
28015,1.900271269,1380800,0.9,0.24,0.14,0,0,0,0,-0.380194346,-112.96,-10.592,-0.04968,0.0368,-0.1704,2
28017,1.546648971,3681980,1.62,-0.1,-0.12,-0.06,0.08,0,0,7.953535808,-286.2,2353.4,0.0378,-0.0088,0.0674,2
28019,-0.464227571,182120,0.02,-0.22,-0.04,-0.06,0,0,0,1.031608416,-69.38,292.608,-0.00432,0.015,0.233,2
28021,1.567062845,196000,0.1,-0.16,-0.04,0,0,0,0,-0.717398593,-168.9,-12.304,0,0,0.0752,2
28023,2.138326643,1486100,0.42,0.12,0,-0.04,0.08,0,0,1.574046028,-142.7,2.256,0.01368,704.1626,0.1468,2
28025,4.104449971,3675260,0.64,0.08,0.12,0.1,0,0,0,-0.281793975,-58.56,-1.408,-0.05796,0.0274,0.1418,2
28027,0.851466576,4211080,2.18,0.4,0,0,0,0,0,0.027366641,12.08,-4.248,0,0,0,2
28029,0.800380567,2024320,-0.08,0.14,-0.04,-0.06,0.52,0,0,0.659474267,-484.78,-7.808,-0.00432,758.0312,0.0864,1
28031,1.509994195,11028040,3.7,0.24,0.46,0,2.38,0,0,22.61053458,1655.98,-5.984,0.02592,3196.7042,0,1
28033,1.001810675,1055480,0.52,0.04,-0.16,0,0.06,0,0,-1.881676354,-464.26,-0.288,-0.01944,-0.0956,0.3992,2
28035,1.546097119,3180,-0.04,-0.1,-0.1,0,-0.04,0,0,-1.401243507,-79.86,-1.896,0,-256.5826,0.0664,2
28037,1.488451668,146480,0.14,0.02,0.02,0,-0.06,0,0,-0.171206036,-111.3,2.04,0.00648,59.2848,-0.046,2
28039,1.896242315,539400,0.28,0.1,0.1,0,0,0,0,0.295854168,78.06,-4.408,0.0234,-0.0612,-0.2532,2
28041,1.738845889,925580,0.22,0.08,0.02,0,-0.1,0,0,-0.281220416,172.08,2.912,0.01656,-278.8342,0,2
28043,2.097155815,189560,0.2,-0.3,0.02,0,0,0,0,-1.127736972,-248.38,1.68,-0.00036,0.0156,0.0958,2
28045,0,88400,0.04,0.02,0.04,0,0,0,0,-0.215888856,-39.18,-13.792,0.08784,0.1632,-0.2824,2
28047,1.785651019,25600,0.12,0.02,0,0,0,0,0,-0.347937067,-105.08,1.8,0.0054,-0.0144,-0.0988,2
28049,0.283998542,598360,0.38,0.06,-0.18,0,0,0,0,-2.157106522,-951.08,-20.92,-0.0198,0.0926,0,2
28051,1.341607009,2285260,0.62,0.38,-0.04,0,0,0,0,-0.164562615,-55.24,-9.328,-0.0036,0.0632,0.0072,2
28053,0.66049094,-162560,-0.64,-0.16,0,0,0,0,0,-0.130209285,-19.8,-8.416,0,0,-0.012,2
28055,0.176863664,1119420,0.04,-0.22,-0.04,0,0,0,0,-0.272672152,-57.54,-0.8,0,0,0,2
28057,-1.07065875,-477000,-0.22,-0.1,0,-0.02,-0.26,0,0,-3.975532078,-269.46,-0.232,0,-827.6292,0.1276,2
28059,-1.900191939,257260,-0.06,0.02,0.04,0,0,0,0,0.211245853,81.64,-2.368,-0.00504,-0.175,0,2
28061,1.793688915,7361200,3.24,0.28,0.06,0,2.52,0,0,9.545881964,154.1,-2.24,0.0324,3191.9434,0,1
28063,1.064101004,1204240,0.18,0.08,0.06,0,0.28,0,0,0.172602445,20.2,1.528,0,24.6908,0.0672,2
28065,1.155609566,1490900,0.66,0.06,-0.1,0,-0.26,0,0,-2.519273723,-382.5,-3.56,-0.00288,-146.9506,0,2
28067,1.59599035,5819500,3.02,-0.02,0.08,0,0.62,0,0,1.952555552,-316.62,3.392,0.00324,1015.9706,0,1
28069,2.683511095,640020,0.28,0.14,-0.02,0,-0.08,0,0,-0.963667085,-379.7,-2.8,0,0.0392,0,2
28071,1.730874965,186960,0.16,-0.02,0.08,0,0,0,0,-0.46112338,-151.58,0.624,0,0.0706,-0.0016,2
28073,0.612654168,504160,0.12,0.18,-0.18,0,0.18,0,0,-3.457319722,-929.1,-3.864,0.05472,43.423,0,2
28075,-0.701320596,-81180,0.02,3.55E-18,-0.1,0,0,0,0,-1.154550383,-411.66,-9.048,0.01368,0.0452,-0.1864,2
28077,0.761004925,3468100,1.04,0.06,0.04,0,0.54,0,0,5.271282695,0.36,0.232,0.00504,1175.1668,0,1
28079,1.540267694,11734220,2.04,-0.06,-0.04,0,1.98,0,0,10.06709355,-394.62,1.064,0.01296,3433.1956,0,1
28081,2.21654438,987680,0.54,0.04,-0.22,-0.02,0.06,0,0,-2.338759385,-395.44,-0.896,-0.03564,-149.2096,0.4612,2
28083,0.831753203,6411460,1.26,0.3,-0.06,0,0,0,0,-0.383440321,-118.04,-0.056,0.00864,0,0.0916,2
28085,1.19618163,2295980,0.74,-0.04,0.14,0,0.48,0,0,0.808793272,194.16,1.128,-0.02232,50.3276,0,2
28087,4.609555171,698880,1.04,-0.22,-0.26,-0.02,0.34,0,0,1.934638353,-235.24,384.272,0.03492,357.5272,-0.07,2
28089,1.13133862,158860,-0.02,-0.04,-0.1,0,0,0,0,-1.084843742,-400.02,-1.536,-0.04896,-0.1052,0.1872,2
28091,1.751318377,3631880,1.98,-0.08,0.2,0,-0.28,0,0,1.563565316,-75.14,-2.616,-0.072,517.1178,0,2
28093,2.273217061,786520,0.62,0.36,-0.1,0,0,0,0,-0.469802485,-171.2,-0.448,0.0216,0.012,-0.2404,2
28095,2.406159314,1362460,1.18,0.6,0.1,-0.16,0.08,0,0,-0.607646801,-34.84,-206.016,0.00864,-0.0076,0.036,2
28097,3.356461675,472280,0.28,-0.04,-0.08,-0.02,0,0,0,-1.60963715,-339.26,0,-0.009,0.0032,-0.0698,2
28099,0.823012771,7882980,1.16,-0.12,0.02,0,0.2,0,0,0.538088765,-293.72,3.976,0.0702,448.5866,0,2
28101,1.040614257,846460,0.1,0.1,0.02,0,-0.26,0,0,-8.166009302,-302.54,-5.192,0.02268,-2136.6006,0,2
28103,2.07360043,5009040,4.38,-0.06,-0.16,-0.2,0.6,0,0,0.203050241,-311.4,-309.36,0.00864,693.8678,0,1
28105,0.821635256,422180,0.02,0.34,0.12,-0.04,0.06,0,0,-0.660554041,-5.64,-151.136,0.00036,-0.018,0,2
28107,1.389939456,1714060,0.7,-0.22,0,0,0,0,0,-0.78025082,-277.9,0.704,-0.00648,-6.00E-04,0.2772,2
28109,1.434346739,441000,0.12,-0.14,-0.2,0,0,0,0,-0.478863117,-208.54,7.128,0.13752,0.0306,0,2
28111,1.452636727,1093780,0.46,0.12,0.04,0,0.26,0,0,1.854454595,17.46,-1.264,0.03168,605.4818,0,2
28113,0.606337883,1212340,-0.04,0.02,-0.04,0,-0.38,0,0,-1.735865316,-273.96,-16.768,0.01224,-77.0622,0,2
28115,2.805582841,718620,0.48,0.24,-0.08,0,-0.06,0,0,-0.321760062,-91.22,8.448,-0.02052,0.0418,-0.212,2
28117,3.328530701,711680,0.34,-0.02,0.1,-0.04,0,0,0,1.011221911,213.52,4,-0.0162,-0.097,-0.0332,2
28119,1.345628193,1692380,1.3,0.22,0,0,0,0,0,0,0,-2.84E-17,0,0,-1.78E-18,2
28121,1.032605438,2896480,0.74,0.04,-1.78E-18,0,-0.5,0,0,-4.223746027,-162.24,-11.696,0.02952,-1522.7916,0,2
28123,0.508169836,3338720,-4.94,-0.1,0.28,0,-1.32,0,0,-17.26851965,-93.68,3.752,0.018,-5359.6966,0,2
28125,0.743801769,2217300,0.58,0.04,0,0,0,0,0,4.56E-05,0,0,0,0,0.0102,2
28127,0.508489274,5520640,-1.2,0.3,0.08,-0.08,-0.92,0.08,0,-6.497880832,-54.74,0,0.00108,-1928.3244,0,2
28129,0.859188478,3767380,-3.22,0.16,0.06,0,0.52,-0.04,0,-8.988011107,-311.8,-1.688,0,-2648.8276,0,2
28131,1.291947566,391660,0.04,-0.06,0.36,0,0,0,0,0.615463793,177.4,-2.352,0.04464,-32.82,-0.2482,2
28133,0.790459796,5389900,1.4,0.54,-0.02,-0.06,0,0,0,-0.151000421,-58.04,3.184,0,0,0.2788,2
28135,1.28944937,4329260,1.88,0.24,-0.02,0,0,0,0,-0.318774455,-106.52,0,-0.00108,0,-0.021,2
28137,1.18611877,983880,0.64,0.1,-0.28,0,0,0,0,-2.323326206,-476.44,-10.368,-0.05868,0.0646,-0.3216,2
28139,3.226256573,727080,0.5,0.04,-0.02,0.08,0,0,0,-1.408441644,-326.88,-7.168,0.00576,0.0114,0.0176,2
28141,3.647370576,174340,0.2,0.04,0,0,-0.08,0,0,-0.713335417,-151.88,-4.96,0,0.0112,0.0464,2
28143,0.365626526,3172480,0.02,-0.46,0,0,0,0,0,-0.217941194,-51.36,0,0,0,0.03,2
28145,1.077727288,340920,0.44,-0.06,0,0,-0.16,0,0,-1.070977945,-226.82,-4.008,-0.03816,0,0.3022,2
28147,0.970158356,1579640,0.44,0,0.06,0,-0.38,0,0,-3.452659984,-455.8,-5.08,0.00324,-261.5366,0,2
28149,2.553513307,650980,0.46,0.1,-0.1,0,0,0,0,-0.791003492,-241.36,0,0,0.024,0.1928,2
28151,0.811899756,6192540,1.36,0.04,-0.04,0,0,0,0,-0.26612344,-100.02,0.04,-0.00432,0,-0.0464,2
28153,1.355762522,8412240,0.84,0.14,0.04,0,0.42,0.06,0,0.594608319,-139.12,-2.208,0.00504,391.0282,0,2
28155,1.153844439,420240,0.5,-0.02,-0.06,0.06,0,0,0,0.279620945,-373.38,434.4,0.00648,0,-0.0266,2
28157,2.439114325,54340,0.12,-0.22,-0.06,0,0,0,0,-1.193410786,-419.84,0.656,0,0.1008,-0.1112,2
28159,3.345932586,4093640,1.44,0.12,-0.06,0,0.96,0.06,0,5.187869338,-287.1,640.04,-0.01584,1278.9442,0,1
28161,1.449254993,289400,0.32,-0.2,0.06,-0.04,0,0,0,-0.821352802,-199.86,0.808,0.03024,0,0.2684,2
28163,1.187206897,2822360,1.3,-0.22,-0.02,-0.12,0,0,0,-0.565092751,-149.36,-120.656,-0.00288,0.0158,0.019,2
29001,2.425511635,1539120,1.3,0.76,0.36,-0.12,0,0,0,0.035958598,103.36,-92.64,0.07344,0.1238,-0.35,2
29003,2.514138198,1891280,1.92,0.38,0.08,-0.08,0,0,0,-2.640324488,-387.36,-204.456,-0.01008,0.1162,0.008,2
29005,3.724733215,5744460,4.74,1.66,0.02,0.02,0,0,0,-2.221681144,-539.14,-90.728,0,0,0.038,1
29007,2.635954093,7706040,3.98,0.92,-0.5,-0.02,0,0,0,1.66851365,-801.3,1400.632,0.0108,-1.0452,0,1
29009,0.992839411,13094500,2.88,0.18,0.26,-0.08,-1.02,0,0.7,5.516754704,-47.36,-148.36,500.33016,1918.867,0,3
29011,1.203361474,3760860,2.52,0.56,-0.06,-0.08,0,0,-0.02,0.869427402,54.76,272.952,-60.91272,0.0666,-0.2384,2
29013,2.214679912,4685260,3.38,1.16,0.32,-0.14,0,0,0,0.595475594,-167.3,425.36,0.0594,-0.0368,0,1
29015,2.061166992,2705980,1.36,0.32,0.4,-0.02,0.34,0,0.08,2.178368479,217.4,-184.664,18.41292,743.2856,0,2
29017,1.966968515,766600,0.6,-0.02,-0.06,-0.1,0,0,0,-1.636578093,-307.42,-216.76,0.13248,0,0.2232,2
29019,2.112418607,2866640,1.24,0.74,-0.1,-0.18,0,0,0,-0.215910322,-1015.98,938.408,1.30788,-0.4086,0,2
29021,2.449560019,2111180,2.04,0.62,0.02,-0.06,0,0,0,-1.505515713,-203.8,-114.768,0.00864,-0.0302,0.2188,2
29023,3.535468098,3596780,3.78,1.5,-0.08,0,0,0,0,-1.180307833,-424.08,-0.776,0.03852,-0.0104,0.1088,1
29025,1.494265775,1940760,0.98,0.44,0.2,-0.06,0,0,0,-1.297066059,76.5,-362.928,0.02268,0.0348,-0.1126,2
29027,2.029713146,3430160,1.62,0.38,-0.26,0.1,0,0,0,-1.868483266,-951.9,142.984,0.05508,1.1088,0,2
29029,0.563712634,-14580,-0.02,-0.12,-0.32,-0.02,0,0,-0.16,-0.747903166,-627.34,417.152,-43.18416,-0.47,-0.3168,2
29031,1.897219432,2738260,2.5,0.6,0.2,-0.08,0,0,0,-2.850520058,-529.74,-324.32,0.00576,0.1156,-0.3134,2
29033,2.790196844,4721720,3.5,1.02,0.24,-0.22,0,0,0,-1.788264881,-167.68,-475.6,-0.00324,-0.023,-0.1336,1
29035,0,61640,0.06,0.06,-0.14,-0.12,0,0,0,-1.075068055,-188.96,-93.664,0.01224,0.0194,0.0532,2
29037,1.796688622,3315980,1.48,1.08,0.04,-0.24,0,0,0,-3.030713982,-686.86,-406.456,-0.01296,0.1088,-0.3968,2
29039,0.559530846,1133980,0.08,0.18,0.18,-0.34,0,0,0.02,-1.972743629,-54.48,-430.104,-0.01584,-0.076,-0.1736,2
29041,1.913640786,4233420,3.46,0.84,0.24,-0.18,0,0,-0.02,-0.852193274,-544,212.488,0.02664,-0.11,-2.00E-04,2
29043,-0.127950895,46880,-0.1,-0.32,-0.26,0,0,0,-0.12,-3.958450142,-1067.6,-6.272,-79.21008,-0.081,-0.528,2
29045,3.339716955,3386760,2.22,0.48,-0.08,0.12,0,0,0,0.223691536,-230.16,288.624,-0.0036,-0.029,0.0382,2
29047,1.624872581,819100,1.04,0.04,0.46,-0.04,0,0,0,-1.133341094,-44.96,-188.176,0.0036,-0.0206,-0.3036,2
29049,2.67370621,2373960,1.28,0.74,0.1,-0.06,0,0,0,-3.642552457,-539.18,-250.92,-0.00936,0,-0.3936,2
29051,-0.511102728,675520,0.24,-0.14,0.02,-0.24,0,0,-0.06,-0.770580666,283.26,-444.376,4.788,0.0382,0,2
29053,1.724819797,2401400,2.1,0.3,0.5,-0.34,0.02,0,-0.02,-2.783376258,-236.58,-484.128,-39.18384,-54.3592,0,1
29055,1.386571199,343140,0.3,0.2,0.24,0,0,0,0,-0.211921452,-35.66,-45.36,0.07776,-0.0308,-0.5322,2
29057,1.817262944,2133260,1.22,0.86,0.28,-0.04,0,0,-0.12,-0.964625589,0.28,-182.352,-62.87112,-0.0788,0.1766,2
29059,1.422951045,1129200,0.66,0.08,0.5,0,0,0,-0.4,-0.474268876,-113.96,34.504,-53.172,-0.2676,0,2
29061,1.659861709,3958820,1.38,0.54,-0.12,0.28,0,0,0,12.64765489,-506.16,4195.856,0.20628,0.4144,0,4
29063,2.653553931,2063520,1.3,0.54,1.42E-17,-0.04,0,0,0,-1.798458611,-186.68,-205.464,-0.00324,0,-0.3884,2
29065,1.181018321,607180,0.4,0.28,0.18,0,0,0,0,-0.417045048,-151.46,-10.104,0.00936,-0.8574,-0.2056,2
29067,0.700087193,303760,0.08,0.04,0.26,0,0,0,0,-0.812141713,-331.48,-10.584,-0.02124,-0.1958,0,2
29069,2.402431901,5710020,2.3,1.36,0,0,0.08,0,0,-0.271803456,-79.04,2.776,0.00324,0,0.0776,1
29071,0.492458698,986240,0.3,0.1,0.1,-0.4,0,0,0,-2.044476081,-211.5,-765.776,0.02484,0.1326,0,2
29073,1.178648281,833940,0.32,0.24,-0.16,-0.18,0,0,0,-1.281519333,159.22,-503.216,-0.00504,-0.0598,-0.467,2
29075,1.706461622,4092600,1.5,0.04,0.24,0.1,0,0,0,-1.970922701,-156.18,-346.512,0.01008,1.3452,-0.3722,2
29077,0.348125479,227340,0.1,0.2,0.56,-0.04,0,0,0,-2.647099501,-856.8,-69.208,-0.0648,0.0706,0,2
29079,2.59116913,2872160,1.32,0.58,0,0.2,0,0,0,3.497945299,-61.54,850.24,0.05724,0.3244,-0.364,2
29081,1.664788277,2533320,1.38,0.32,-0.36,-0.3,0,-0.08,0,-3.791065726,-520.84,-897.856,-0.01296,0.002,-0.1448,2
29083,1.348851254,2743820,2.14,1.2,0.32,-0.18,0.06,0,0,-1.382440224,205.38,-704.824,0.36144,0,0,2
29085,0.619119956,802980,0.14,0.24,0.66,0,0,0,0,2.059553004,441.38,-16.264,0.03132,0.0604,0.2582,2
29087,2.674707977,3038620,1.98,0.52,-0.04,-0.06,0,0,0,-2.909490545,-376.22,-321.072,0,0,-0.037,2
29089,1.511347388,1318400,1.22,0.24,-0.12,-0.16,0,0,0,-2.124694557,-328.2,-181.808,-1.78E-18,-0.0544,-0.39,2
29091,0.644684242,426000,0.2,-0.12,-0.06,-0.08,0,0,-0.08,-2.971847094,-1261.7,-166.024,0,0.3088,0,2
29093,0,-38420,0.02,0.12,0.02,0,0,0,0,-0.351281241,-93.24,-7.016,0.01512,0.018,0.0952,2
29095,1.462694376,578220,0.6,0.28,0.2,0,0,0,0,-0.65782609,-182.94,-22.832,0.12888,-0.0016,-0.3456,2
29097,0.347291613,1482040,0.64,0.46,0,-0.14,-0.06,0,-0.56,-2.054122427,-243.12,-142.424,-293.82084,0.1452,-0.1704,2
29099,0.878437443,203700,0.1,-0.12,-0.04,0,0,0,0,-0.878376289,-296.98,-2.712,-0.02772,1.0292,0,2
29101,1.852612553,4691280,2.16,0.64,0.44,0,0.14,0,0,-1.375864321,-548.18,-150.68,-66.56004,174.411,0,2
29103,2.487936623,3420240,2.62,0.58,0.34,0.7,0,0,0,4.867598262,157.6,1113.352,0,-0.0122,-0.13,1
29105,1.251490927,907740,0.62,0.18,0.7,-8.88E-19,0,0,0,0.254375329,185,-84.552,0.08712,0.217,0,2
29107,1.57605495,3492540,3.3,0.78,0.22,-0.62,0,0,0,-5.361552693,-817.54,-927.272,0.00432,-0.2342,-0.2948,2
29109,0.924163409,6660460,1.96,-0.06,0.96,0,0.28,0,0.54,6.408842649,603.8,-45.4,619.34976,853.0758,0,3
29111,2.007407855,2335320,1.64,0.26,-0.3,-0.22,0,0,0,-3.297121313,-423.02,-439.352,0.04896,0.0968,-0.3354,2
29113,1.365286688,2040680,1.38,0.22,-0.04,-0.28,0,0,0,-3.100930936,-404.24,-602.256,0.04284,0.009,0,2
29115,0.623294163,1678520,1.28,0.4,0.02,-0.28,0,0,0,-2.227187211,-243.4,-466.992,0.07344,0.1156,0.0124,2
29117,1.995889153,2596340,1.7,0.34,-0.28,3.55E-18,0,0,0,-1.367520599,-306.2,-71.464,0.00828,0.553,0.0342,2
29119,0.772301568,2777760,0.52,0.2,-0.1,-0.1,1,0.06,-0.48,-2.362997676,-652.66,6.72,-115.65396,101.2556,0,2
29121,2.838097622,3759340,2.56,0.66,0.52,0.14,0,0,0,0.16166078,-225.58,293.032,0.00504,-0.364,0,1
29123,2.83694783,571040,0.2,-0.02,0.08,-0.06,0,0,0,-1.711085266,-217.02,-221.208,-0.0072,0.0056,0.035,2
29125,0.540495526,840320,0.06,0.26,0.3,-0.3,0,0,0,0.094799698,427.44,-401.68,0.1764,-0.0586,0,2
29127,2.940930161,3249400,2.22,0.86,0.08,-0.16,0,0,0,-1.182980549,-520.74,253.216,-0.01728,-0.0958,-0.1006,2
29129,4.591645885,-1248160,0.42,0.18,-0.08,0.02,0,0,0,-1.414031301,-332.66,0,0.04248,0.28,-0.0808,2
29131,0.488100644,1427140,-0.14,0.06,0.1,-0.42,0,0,-1.48,-2.307647889,181.42,-537.232,-352.17684,-0.0422,-0.3392,1
29133,2.447719916,4394260,2.28,0.4,-0.04,0.04,0,0,0,-0.395498883,-84.32,0,0,0,0,2
29135,1.00057474,5421980,1.34,0.22,0.16,-0.02,0.16,0.06,0.02,5.216313348,311.82,91.176,243.84456,474.5808,0,3
29137,2.133701126,3840860,1.8,0.66,-0.42,-0.36,0,0,0,-1.503993928,-595.1,90.832,0.0198,0.0604,-0.3804,2
29139,2.531589341,2817560,1.86,0.14,0.18,-0.06,0,0,0,-0.433387236,97.32,-217.056,0.0198,0.1186,-0.517,2
29141,0.729366203,5577960,2.62,0.28,0.38,-0.16,1.16,0,-0.56,5.991169792,457.94,12.592,-47.2914,1431.4658,0,1
29143,2.357662794,7116320,3.92,1.36,0,0,0,0,0,-0.167746679,-58.64,0,0,0,0,1
29145,0.855320682,7132900,1.5,0.26,0.5,0,0.48,0,-0.08,4.970695087,523,-30.68,-199.6524,1315.9552,0,1
29147,2.456491982,4132140,4.2,0.38,-0.08,-0.7,0,0,0,-5.173478058,-1329.4,-1027.808,0.00072,7.6148,-0.5392,2
29149,0.612390716,316140,0.18,0.28,0.18,-0.22,0,0,0.06,-1.968520472,-589.26,-215.584,-0.01332,-0.0096,-0.4798,2
29151,1.129257628,1704020,0.6,0.26,0.24,-0.78,0,0,-0.76,-3.615774515,44.84,-1175.712,-5.0022,-0.0662,-0.1608,2
29153,2.119455666,404640,0.64,-0.26,0.02,-0.04,0,0,0.02,-1.86622639,-668,-51.744,-0.00216,0.013,-0.4314,2
29155,2.354951574,5175220,2.16,0.84,0,0,0,0,0,-0.0733617,-18.72,0,0,0,0,1
29157,2.25566894,1876600,1.34,0.16,0.36,-0.18,0,0,0,-1.802750801,-34.52,-408.152,0.0072,-0.0376,-0.2602,2
29159,1.053308224,6851660,3.44,0.84,-0.22,-0.52,0.18,0,-0.06,1.04142168,-347.04,-638.328,-64.36044,1417.7572,0,1
29161,0,210860,0,-0.14,0.28,0,0,0,0,-0.705342033,-203.56,-42.104,0.0396,0.4752,-0.2984,2
29163,2.384108299,3737860,2.72,0.48,-0.18,-0.22,0,0,0,-1.485998963,-178.7,-336.984,-0.2088,-0.1734,0,2
29165,3.119000314,1252700,1.32,0.24,0.08,-0.04,0,0,0,-2.199352751,-378.78,-99.464,-0.00612,0.06,-0.055,2
29167,1.266685086,2501340,1.4,0.02,0.42,0.08,0,0,-0.14,0.023449972,61.68,-44.768,-9.32904,0.1368,0,2
29169,1.947667122,631960,0,-0.18,-0.2,0.04,0,0,0,-0.98635159,-476.08,196.808,0.06156,0.0536,-0.3778,2
29171,2.249760804,3256220,1.52,0.4,0.22,0.28,0,0,0,6.159816306,-92.94,1743.664,0.0144,-0.1744,0.0744,1
29173,1.950943413,1985120,1.76,0.62,-0.02,-0.24,0,0,0,-3.284802166,-275.4,-523.952,0.02016,0.0024,-0.022,2
29175,2.240244918,2232080,1.06,0.52,-0.24,-0.02,0,0,0,-0.344468274,-246.26,160.208,-0.01548,-0.0646,0,2
29177,2.348246784,2318100,1.64,0.6,-0.04,-0.06,-0.12,0,0,-2.406261652,-532.34,-176.112,-0.04716,-0.113,-0.3732,2
29179,0,26600,0,-0.22,-0.08,0,0,0,0,-0.551208858,-216.84,-14.064,-0.01116,0.1484,-0.0736,2
29181,3.29725559,780520,0.5,0.22,0.16,-0.04,0.18,0,0,0.323838807,-89.74,-56.256,-0.00396,251.4808,0.1216,2
29183,2.059328675,1257000,1.4,0.42,0.06,-0.14,0,0,0,-1.149818771,-182.14,-151.64,0.09432,-0.0304,-0.1266,2
29185,1.604032228,1165760,1.08,0.06,0.28,0,0,0,0,-1.404904847,-360.3,-130.96,0.03816,0.0128,0,2
29186,1.243061388,718120,0.46,0.02,0.02,0.06,0,0,0,-2.068585529,-272.44,-262.512,0.00972,0.0886,0,2
29187,-0.504813472,11440,0.02,0.08,-0.1,-0.02,0,0,0,-1.219005853,-248.88,-36.576,0.03996,0.0756,0,2
29189,1.317480099,-116640,-0.02,0.2,0,0,0,0,0,-0.148226463,-39.2,0,0.02808,0,0.2102,2
29195,2.443008335,8485920,5.44,1.34,-0.1,-0.38,-0.02,0,0,-1.363885575,-838.16,304.472,-0.00504,0.1222,-0.1768,1
29197,2.448766503,1318580,0.62,0.4,0.18,0.12,0,0,0,3.149848134,345.36,156.192,0.02016,0.0204,-0.1894,2
